Username,Isi komentar,Jumlah like komentar,Waktu komentar
@gamadroid,Gapa2 lah biar para pemuja b gates dan boneka elit global di Indo pada melek,0,1 bulan yang lalu
@INDIABELER,Mirip sulap aja  yg  di bongkar krn udah emg hrus di bongkar biar nyari sulap baru,0,1 bulan yang lalu
@ferdidark6164,Nah betul,0,1 bulan yang lalu
@AryaAdipurnama-f7b,Sejutu,0,1 bulan yang lalu
@GasaPtrChanel,"Sangat masuk akal, Berita yang Sudah Dilempar ke publik pasti Kasus basi, dan Dunia gak bakal berani apa"" soalnya kembali lagi, yang menguasai dunia sekarang kan mereka juga,  Sudahlah Persiapkan diri masing"", Udah jangan percaya sama Lembaga internasional, WHO, PBB dll, itu semua Alat mereka. Mau melawan gak bakal bisa untuk saat ini, cukup jangan ikuti alur mereka",0,1 bulan yang lalu
@sandyprasetyo4730,New world order.,0,1 bulan yang lalu
@Spaletti-e2p,Yang bayi itu maksudnya apa sih? 🤔  Yang tau tolong kasih tau gw dong.  Khususnya menit 09:12 ini 😫,0,1 bulan yang lalu (diedit)
@HendrixSantoso-t9t,ITS trus...and next comming soon yang jauh lebih mengerikan,0,1 bulan yang lalu
@Dhmanrkzm,Smart,0,1 bulan yang lalu
@yumakosiran1112,Yes,0,1 bulan yang lalu
@muhammadHerdin1512,Gila smpe segitunya ya,0,1 bulan yang lalu
@Konohajaya69,suriah dan taliban batu sandungan mereka,0,1 bulan yang lalu
@sweetiechiko,Dulu ada yg teriak COVID konspirasi. Eh dipenjarakan,0,1 bulan yang lalu
@fajarsyam4725,"INTINYA YANG SUDAH VAKSIN  COVIDIOT  ... JELAS  ADALAH ORANG IDIOT  ...  ASLINYA PENCINTA DUNIA  DAN  HAMBA DUNIA.  MEREKA TAKUT DENGAN ANCAMAN JIKA TIDAK IKUT VAKSIN  COVIDIOT, MAKA DIPECAT DARI PEKERJAANNYA , DILARANG BEPERGIAN DENGAN PESAWAT DAN LAIN LAIN YANG MERUPAKAN SEBAGIAN KECIL SAJA DARI KENIKMATAN DUNIA.  MEREKA RELA MENGHAMBA DEMI SECUIL KENIKMATAN DUNIA (BUKAN SELURUH KENIKMATAN DUNIA)  WHAT A FOOL !!!",0,1 bulan yang lalu
@eviandriyani9184,Ini yang aku takutin. Berita sebesar ini bocor pasti sudah direncanakan. Propaganda memang sudah jadi agenda mereka sedari dulu.,0,1 bulan yang lalu
@mamaafma,"Setuju, buktiy sekarang juga ga terlalu byk tindakan dr mereka disana yg selaku pelaku disitu. Seolah"" Kaya ngasih tau aja identitas mereka sebenranya tanpa ada tindakan yg jelas. Nanti juga hilang sendiri beritay.",0,1 bulan yang lalu (diedit)
@IwanOne-ot5wm,OWW KONSPIRASII DUNIYAAAH,0,1 bulan yang lalu
@dghdjdyhehdb157,Bener,0,1 bulan yang lalu
@icakhaerunnisa-g7m,Cuma mau ingetin guys yg sesama muslim. Kita hidup di akhir zaman banyak fitnah2 kecil sampai besar yg akan terjadi salah satunya fitnah maka2 dajjal. Yuk hafalin 10 ayat awal dan akhir surat alkahfi biar kita terhindar dan terjaga dr kesulitan fitnah2 akhir zaman biar kita ga begitu merasakan dampaknya .pertolongan dan jani Allah nyata,0,1 bulan yang lalu
@SrhSptni,Baca dimana tentang kayak gini,0,1 bulan yang lalu
@EndeungDarmini,Puyeng sengaja dibuka buat nyerang mental ini saat mental down panik agenda selanjutnya masook nih😢,0,1 bulan yang lalu
@DhiaRahmadaniah,"Aq dr awal fkiranya ud gni,otk qt digiring dibuat sibuk dgn kasus in,smntara mreka sdng mnyusun ato sdang beraksi dgn rncana""baru.",0,1 bulan yang lalu
@ilamnac,"saya setuju dengan konteks ini, karna inilah permainan mereka tipu daya mereka. jadi ada hal kedepannya yang lebih lebih dari ini. tinggal kitanya yang siap untuk ini. prinsip diri sendiri itulah kunci untuk kedepannya.jadi manusia pintar yang sudah tauu dan jangan sampai ceroboh untuk melakukan hal hal sesuatu",0,1 bulan yang lalu
@shnshni,i😅😊A😅,0,1 bulan yang lalu
@alparslankhaan1071,"Tentang kelompok Jin & Manusia jahat yang saling bersekutu satu sama lain seperti halnya Epstein sudah dispill di Al Quran Surat Ar Rahman (55) sampai ayat dalam surat tersebut diulang sebanyak 31 kali untuk menyindir para kelompok jahat ini dan di Ayat ke 33-35 mereka akan dihancurkan (Kelompok Jin & Manusia jahat yang saling bersekutu satu sama lain) yang membentuk Peradaban Barat Modern dengan Kilatan Api yang diikuti Asap, Yaa apalagi kalo bukan Nuklir, Russia sekarang memiliki Rudal Balistik yang bernama Oreshnik berkecepatan Mach 11 atau 24 kali kecepatan suara sudah diuji coba 2 kali di Ukraina memang benar2 cepat banget itu rudal dah kayak kilat tinggal diganti nuklir bisa hancur peradaban, Tapi pas diuji coba gak ada bahan peledak hanya tanahnya bergetar saja seperti gempa pas rudalnya menyentuh tanah",0,1 bulan yang lalu
@TeukufarizFariz,"Ada benarnya. Contoh: kenapa nama2 elite global sering muncul di beberapa tahun terakhir. Karena kita sudah tidak mampu membalikkan keadaan,, Contoh lain nya kenapa kasus bencana kemarin tidak ada yang bertanggung jawab, karena kita tidak ada kekuatan untuk menghukum pelaku.karena kaum atas dan menengah ke atas saling bantu,kaum menengah (kebawah) diam. Yang paling bawah hanya bisa pasrah. Contoh lain kenapa Roky Gerung dan harus Azhar tidak di tangkap, karena mereka walaupun membela rakyat,tapi mereka tidak bisa menghukum. Kalau Roky Gerung dkk di tangkap, bahaya bagi mereka pejabat karena rakyat akan bertindak karena tidak ada lagi yang membela hak rakyat.maka rakyat akan bertindak itu membahayakan bagi mereka.dengan membiarkan Roki dkk di luar,jadi rakyat merasa bergantung pada Roki dkk. Padahal kita hanya di permainkan.   Tapi sebaik baik mereka membuat makar, Allah lah sebaik baik pembuat makar yang akan membuat mereka saling menghancurkan sesama mereka.",0,1 bulan yang lalu (diedit)
@KYOJURO-u9q,"Makin takut aja sama zaman dunia yg sekarang ,, makin mengerikan .ya allah lindungi kami semua umatt muslim 🤲🤲",0,1 bulan yang lalu
@Mirrorp01,Btul,0,1 bulan yang lalu
@rayhanmuarif,"Memang benar, Karena jika diliat dari semua sumber2 yang disampaikan sudah dianggap sebagai dokumen yang serupa dengan kematian JFK :)",0,1 bulan yang lalu
@SalimahSalimah-et9lk,"Mungkin menurut agama ni salah satu propaganda fitnah akhir zaman yg dahsyat, semoga allah melindungi anak keturunan kita dan semoga kita husnul khotimah",0,1 bulan yang lalu
@ShafaaskaIlyas,"ini peralihan isu agar kita sibuk membicarakan ini dmana"" sementara mereka akan siap menggerogoti negara ini, umat ini dan agama ini. Ingat saudara""ku indo ini satu""nya negara muslim terbesar d dunia yg belum terpecah sementara ini misi mereka menghancurkan islam karenanya tolong saudara"" muslimku perkuat iman islam barisan kita jangan lengah terutama anak"" kita. tapi percayalah Allah akan menjaga agama ini krn Allah berfirman mereka membuat rencana, Allah pun membuat rencana dan rencana Allah adalah sebaik"" rencana. Islam ya'lu wala yu'la itu janji Allah. ya Allah ampuni dosa kami umat rasulullah jaga kami umat rasulullah, perbaiki semua kesalahan dan kekurangan kami, lindungi umat rasulullah dari kedzoliman dan dari org"" dzolim, satukan kami dalam satu bingkai akidah yg benar layaknya satu tubuh sebagai mana hadits nabi saw dan bahagaiakan kami di dunia hingga ke surgaMu ya rabbi thanks god Allah SWT atas penjagaanMu terhadap kami umat muslim",0,1 bulan yang lalu
@GohiDek,Jika kita masuk kesitu juga suatu saat nanti ada masalah besar kita juga ikut didalamnya juga karena kita masih satu dujunia,0,1 bulan yang lalu
@istututhandayani5652,Sependapat,0,1 bulan yang lalu
@masdulah-j6l,Yang jelas mereka punya tujuan sesuai rencana mereka kenapa mereka merilis seluruh file itu. Bisa jadi file yg dirilis setelah 2024 hanya rekayasa 😮,0,1 bulan yang lalu
@wongmenak8315,Hati hati bang,0,1 bulan yang lalu
@muliastinasro2697,"Melihat dari komentar2 banyak diskusi, perdebatan, dan kebingungan. Kl saya pribadi setuju dgn pernyataan di satu akun yg bilang bahwa : al quran sdh spill kondisi seperti ini, dan kl kita berada di golongan awam yg tdk bisa ngapa2in utk merubah sistem, cukup ikutin kisah ashabul kahfi di surat al kahfi. Menyingkir dari hiruk pikuk berita dunia yg bikin overthingking demi menjaga iman, sambil berlindung pada Rabb penguasa semesta. Persis seperti yg di lakukan sejumlah pemuda ashabul kahfi, itulah kenapa surat al kahfi di ajarkan rosullullah utk di hayati rutin setiap jumat sbg pengingat kita dlm menghadapi fitnah2 akhir zaman.",0,1 bulan yang lalu
@r3_lab.automation,"Semoga Indonesia diPimpin orang2 baik, jika diPimpin orang2 salah kita hanya bs menunggu kerusakannya.",0,1 bulan yang lalu
@ummahdesain02,"betul bang, kita akan mendapatkan ilmu.",0,1 bulan yang lalu
@SitiRahayu-y4x,"tadi lewat ditiktok, trus mampir kesini, setuju si sama pernyataannya karena mereka itu berfikirnya maju bangett kita juga harus belajar memikirkan hal kedepan yang lebih jauh lagi",0,1 bulan yang lalu
@bennyirawan5086,Benar!! Benar!,0,1 bulan yang lalu
@infofikrihaical,"bener juga si, gua suka mikir dia kan orang penting terus di file nya banyak orang penting juga kenapa bisa dibongkar.   berarti udah basi hmmm",0,1 bulan yang lalu
@kangsenobasdev9218,"Ya betul,mereka pasti sudah menyusun rencana yang lebih matang,sistematis dan terorganisir setelah rencana sebelumnya terbongkar...ngeriii😢",0,1 bulan yang lalu
@NettyHerawaty-k9h,setuju,0,1 bulan yang lalu
@wartinisbg6292,Analisa yang tepat!,0,1 bulan yang lalu
@lindamel5075,File ini dibuka krn trump ingin mengakhiri kekuasaan elit global biar orang orang pada tahu betapa seramnyaa dunia saat ini...trrmasuk bagian kemenlu yg dilakban itu jg krn dia tahuu ttg kelakuan elite global dlm perdagangan manusia,0,1 bulan yang lalu
@lindamel5075,File ini dibuka krn trump ingin mengakhiri kekuasaan elit global biar orang orang pada tahu betapa seramnyaa dunia saat ini...trrmasuk bagian kemenlu yg dilakban itu jg krn dia tahuu ttg kelakuan elite global dlm perdagangan manusia,0,1 bulan yang lalu
@khan_23.official,Berita² sekarang pun kayak banyak di bungkam oleh oknum²🤣🤣🤣,0,1 bulan yang lalu
@ackerman-h8s,Masuk akal kak,0,1 bulan yang lalu
@wiryosableng1060,Trus masalah vaksin yg di buat  yg di suntikan ke manusia bagaimana. Ternyata itu virusnya... Copid. Nanty ke dpnnya bagaiaman,0,1 bulan yang lalu
@kartonodinatadinata3506,Coba di bahas pejabat Indonesia yg terlibat 😂😂😂,0,1 bulan yang lalu
@Havva-r3y,"Files yg di sebar aja cm sampah bagi mereka, ada yg lebih besar dr itu sebenernya",0,1 bulan yang lalu
@Arisafitri-f4g,Miris dari bayi baru lahir lngsung diajari ngedot pake DOT dg pentil sebesar itu ..udah GK masuk akah sampe GK muat dimulut bayi _ ternyata ... nauzubillah himindzalik kejiii,0,1 bulan yang lalu
@gurline25,"Kayaknya sekarang jangan terlalu percaya pemerintah gak sih ?kalau ada suntik anu suntik Ono gak usah ikut,,",0,1 bulan yang lalu
@anitrisunarti8003,"Justru malah jd mikir, yg di rilis semengerikan ini, bagaimanayg msh di keep yak, berarti lebih mengerikan lagi ya kan",0,1 bulan yang lalu
@melatiangsaputri6730,Kalau dipikirin terus lalu diikutin bisa gila jd mendingan udh lah jalanin hidup yang di depan yang udh pasti,0,1 bulan yang lalu
@sundarisundari7641,"Iya sama aku mkirny gni jga,ini psti propaganda trump,bisa jadi epstein di fitnah,dia kn sdh d bun2 gbisa mmbela diri lgi,dunia dbuat heb9h dgn crita palsu atau crita yg d heboh2 kan utk mngalihkan,krn sdng ad yg trump krjakan dibalik ini",0,1 bulan yang lalu
@FatmalaSaputri,"stuju sih,pasti ada kasus yg parah,untuk menutupi kasus nya mereka buka lah kasus ini di media",0,1 bulan yang lalu
@verajanuari03,Agendanya mungkin sudah berjalan boss.,0,1 bulan yang lalu
@glole57,dan bocoran yg lu baca itu buatan mereka² yg takut terkuak takut dibahas,0,1 bulan yang lalu
@nono-y5f-p9x,ngeri,0,1 bulan yang lalu
@nininini5507,"Ini ben3r kita harus siaap dgn agenda berikutnya kelompok dajal global dan kita harus berkaca apa yg dilakukan pak jend dharma pongrekun, seharusnya pemerintah harus peduli dan merekrut org seperti pa dharma pongrekun dalam dep pertahanan nasional ❤",0,1 bulan yang lalu
@youngalfa8684,"Bukankah untuk mengantisipasi yang akan datang, kita juga HARUS TAHU APA YANG TERJADI SEKARANG dan SEBELUMNYA ???? Dan karena itu pula ada pelajaran sejarah",0,1 bulan yang lalu
@okhicatv5485,Ramalan kartun Trump 2026 meninggal.... Berarti akan ada kasus yg terjadi,0,1 bulan yang lalu
@lenterailmu3633,𝘽𝙪𝙠𝙖𝙣 𝙜𝙖𝙠 𝙖𝙙𝙖 𝙢𝙖𝙣𝙛𝙖𝙖𝙩... 𝙏𝙖𝙥𝙞 𝙨𝙖𝙣𝙜𝙖𝙩 𝙗𝙚𝙧𝙢𝙖𝙣𝙛𝙖𝙖𝙩 𝙪𝙣𝙩𝙪𝙠 𝙥𝙚𝙣𝙜𝙚𝙩𝙖𝙝𝙪𝙖𝙣 𝙗𝙖𝙜𝙞 𝙮𝙖𝙣𝙜 𝙗𝙚𝙡𝙪𝙢 𝙢𝙚𝙣𝙜𝙚𝙩𝙖𝙝𝙪𝙞.... 𝘿𝙖𝙣 𝙞𝙣𝙞 𝙨𝙚𝙗𝙖𝙜𝙖𝙞 𝙥𝙞𝙣𝙩𝙪 𝙙𝙖𝙣 𝙟𝙖𝙡𝙖𝙣 𝙥𝙚𝙢𝙗𝙪𝙠𝙖 𝙩𝙖𝙗𝙞𝙧 𝙩𝙖𝙗𝙞𝙧 𝙜𝙚𝙡𝙖𝙥 𝙨𝙠𝙚𝙣𝙖𝙧𝙞𝙤 𝙥𝙖𝙧𝙖 𝙥𝙚𝙣𝙜𝙞𝙠𝙪𝙩 𝙙𝙖𝙟𝙟𝙖𝙡.,0,1 bulan yang lalu
@maya_ayaaja,betullll udah basi 😅 pengalihan issu ada hal baru yg akan mengguncang dunia 😅,0,1 bulan yang lalu
@chamidahnur983,"Intinya jgn sampai lalai gara2 beginian   ,, ttp jaga iman dan amalannya",0,1 bulan yang lalu
@joycepupella7176,Yup BETUL,0,1 bulan yang lalu
@HikmahSetiapHari,Bagaimana kabar bencana Sumatra ini? Apa tindakan dan kelanjutannya,0,1 bulan yang lalu
@respohbalap,"kalo menurutku ga gitu , kejahatan akan tetap ada bukan karna banyaknya orang² jahat , tapi karna diamnya orang² baik..",0,1 bulan yang lalu
@Dani84_inst,Betul sekali 👍,0,3 minggu yang lalu
@mashudisetiawan3672,"Hati"" gimana kalau kayak gini.. contoh covid.. mau gak mau kita kebawa sampek 2thn lebih.. untungnya aja gak meninggal..",0,3 minggu yang lalu
@victoriastephanie4067,bener ini🙁,0,3 minggu yang lalu
@ibkarulaadha7989,"Dan di episode kali ini, Om Ded pun speechless,  Dunia memang sudah tua om, belum terlambat untuk mempersiapkan diri.",0,3 minggu yang lalu
@NurLela-r8s,Basi bagimu bnyk yg TDK tahu ...trgntung pribadi masing masing jika imn Tap dijaga lnsaAllah kn amn walau nyawa taruhannya,0,3 minggu yang lalu
@ElfridaDora-d7x,"Agenda baru 666, great reset.",0,13 hari yang lalu
@intelijenius,"Ya ini yg disebut dahsyatnya fitnah akhir zaman emang bener2 parah men, puncaknya dajjal keluar, ga bs kebayang gmn nanti 😰",8,1 bulan yang lalu
@stellaviveriana2249,Tapi kita siap diri dengan apa caranya,6,1 bulan yang lalu
@oyagieadistian2695,"​ @stellaviveriana2249 klu menurut saya tinggal hidup jalani apa adanya,jalankan perintah tuhan sudah,jauhi larangan tuhan ,meninggal juga kita bertanggung jawab atas diri kita sendiri.",1,1 bulan yang lalu
@jakalarrachanel6773,Saya setuju dengan komentar anda,4,1 bulan yang lalu
@qistiagilliana,"Koyo pebisnis, dodolan produk model saiki ki wis digawe adoh sakdurunge, semono ugo saiki ki wis gawe model anyar gawe suk tahun² kedepan",4,1 bulan yang lalu
@candiceswanarmy4030,Loh ya emang betul begini dari dulu jg begitu masak baru nyadar,3,1 bulan yang lalu
@papakhay9714,Dongeng,2,1 bulan yang lalu
@JessieXinying,"Caranya dengan jangan fomo dengan yang sedang viral,",2,1 bulan yang lalu
@aguswariasa1718,Semua akan JRX pada waktunya,2,1 bulan yang lalu
@fauzanaldi5852,"Betul banget, duit bisa membayar semua nya di semua dunia.",1,1 bulan yang lalu
@Pamujianto-fz4gm,Makannnya Tanam singkong.. ingat kata dharama koperkun.kiya akan blekaot.tak ada listrik internet mati.,1,1 bulan yang lalu
@vivi_vipp,Menurut keyakinan gw komen lu paling se faham sama gw dan ini yg selallu gw pendam dan ga bisa gw jelasin ke +62 ya tau sendiri lah gmn ngeyel nya +62,1,1 bulan yang lalu
@setyoyulianti9321,"​ @vivi_vipp sependapat, buat yg paham2 aja..",0,1 bulan yang lalu
@ekadamayan9790,"Kalopun kita gatau tentang berita ini kita jg g bakal tau agenda mreka, kita jg g pnya kekuatan buat nytop agenda mreka. Justru dgn kita tau brita ini mala bisa buat kita jd lebih hati2",1,1 bulan yang lalu
@matamata163,😂 menjaga diri?emang bisa?,0,1 bulan yang lalu
@noenkdien9781,Apa tu agenda barunya?,0,1 bulan yang lalu
@MangEhsans,"Kek Pengalihan Isu yg biasa ada di Konoha, bedanya ini skala Global",0,1 bulan yang lalu
@setiopamuji2826,Gw nunggu perang nuklir.,0,1 bulan yang lalu
@Songwuyou_Luoanhai_Zhouhuafan,Benar,8,1 bulan yang lalu
@sansananaaaa,betul,5,1 bulan yang lalu
@aniyusniar6126,"Tercerahkan, thanks",5,1 bulan yang lalu (diedit)
@dickyselly8381,Setuju🫵👍👍,3,1 bulan yang lalu
@makshoom2474,KLO istilah anda mereka sedang buang sampah... Suatu saat pasti ada yg bisa mengendus sesuatu yg saat ini dianggap penting dan tersimpan rapi disana.. Setidaknya sampah yg terbuang itu klu / petunjuk motif kedajjalannya,3,1 bulan yang lalu
@aduhhhdek1382,Aku juga sepndapat dengan anda. Jelas ini supqya dunia geger😂,2,1 bulan yang lalu
@chrisslufkey5706,One piece It's gonna be real,1,1 bulan yang lalu
@maya_ayaaja,ibarat kata pengalihan issu .. pertanyaannya issu apa nih yg pewentingg ttg dunia😊,1,1 bulan yang lalu
@LensaBiografii,Tapi kalau file itu basi gak mungkin putin notice bro,1,1 bulan yang lalu (diedit)
@dwisiswanto6548,ONE PIECE OF EYE alias DAJJAL,1,1 bulan yang lalu
@zikrikazume9416,Knp komentar template kek gini ada dimana mana ya?,1,1 bulan yang lalu
@muhammadichsan7828,Emang tahu apa lagi kau?,1,1 bulan yang lalu
@hurinrosalina2913,Memang. Itu udah ke list udah kelar. Makannya biar fokus ke situ sembari kerja yg skrg tertinggal 16 thn,1,1 bulan yang lalu
@wiradjaja2418,Apa bos harta karunnya menurut lu,1,3 minggu yang lalu
@arkaardhiwiratama,Ibarat nya kalau dalam pesawat tempur berita2 kyk gini itu hanya ratusan peluru2 yg sengaja di lepas untuk mengalihkan rudal yg sudah mengunci pesawat tsb biar bs lolos dr rudal tsb dan biar pesawat tsb bisa meluncurkan rudal untuk balasan nya. Jd kita masing2 harus saling menjaga diri dan keluarga sendiri mulai dr sekarang. Karn sekarang dunia nyata dan dunia nyata sedang tidak baik2 sj,1,3 minggu yang lalu
@mohamin1836,"Trus bagaimana dengan ex kkmjen pangrekun,, itu lagi blak blakan",1,3 minggu yang lalu
@habibibnu5742,Trump lagi mencoba melawan imu sama .,1,3 minggu yang lalu
@KaruhunSumedang,pengalihan isu yah?,0,1 bulan yang lalu
@wildaim2936,​ @KaruhunSumedang yoi,0,1 bulan yang lalu
@dramediaku,"betul,.....",0,1 bulan yang lalu
@Dani84_inst,Betul skli 👍,0,3 minggu yang lalu
@hayyulmardiah6094,Gmn dgn  konten KDM ?? Atau sblm attartuk menjadi presiden Turkiye??,0,3 minggu yang lalu (diedit)
