Username,Isi komentar,Jumlah like komentar,Waktu komentar
@Mazhar-lifestyle,We do❤❤❤,0,9 bulan yang lalu
@youman-h2d,True,0,9 bulan yang lalu
@Buglem-m3m,Siktir,0,9 bulan yang lalu
@Buglem-m3m,Ups,0,9 bulan yang lalu
@Buglem-m3m,Mal,0,9 bulan yang lalu
@Buglem-m3m,Köpek,0,9 bulan yang lalu
@AltafRamadhan-j3w,No,0,9 bulan yang lalu
@ZacheryAceAberilla,and we all love Nolan’s mom,0,9 bulan yang lalu
@laundryguy2015,Yeah,0,9 bulan yang lalu
@EXSIRAA11,Soy tu fan sacer😭😭🗣️🔥🔥,0,9 bulan yang lalu
@siuuu-t6n,Me,0,9 bulan yang lalu
@lauragalloway162,Fr,0,8 bulan yang lalu
@redemibelmcp,TODOS AMAMOS A MÃE DO KARL,0,8 bulan yang lalu
@evakhoza1755,AHHAHAHA  yeah we love karl's mom,0,8 bulan yang lalu
@abductions-k6j,2️⃣✈️,1,13 hari yang lalu
@CiroCenas,E hola pa cuando talkin obama,0,8 bulan yang lalu
@elarrasa7404,😅,0,8 bulan yang lalu
@Soycaleb1,Sacer no manches xdd,0,8 bulan yang lalu
@andiejoe416,Yup! 😂❤😊,0,8 bulan yang lalu
@michaelkraus4101,Agreed,0,8 bulan yang lalu
@Iago-t7f,Rumo 500 milhões de inscritos,0,8 bulan yang lalu
@wataruteshigawara2894,ＢRＯ,0,8 bulan yang lalu
@高斯SaMa,wow😂,0,8 bulan yang lalu
@Gen_pixel-s5c,yummy,0,8 bulan yang lalu
@nicki-echick-e7946,SameXD,0,8 bulan yang lalu
@Lego_Animacje_123,💀,0,8 bulan yang lalu
@ceciliagiselcamilomorales5175,Ala pero que haces aquí bro eres un mexicano,0,8 bulan yang lalu
@carlosquinonez9,Xd,0,8 bulan yang lalu
@HerreraAliaha,Oya mi hermana se llama andrea pero yo le digo ayea 😂😂😂😂😂😂🍙🍙🍜🍜😘😘,0,8 bulan yang lalu
@EMIX_-OF,No me engañas bro tú hablas español🔥,0,8 bulan yang lalu
@MarthaReyes-e4n,Ven a Honduras,0,8 bulan yang lalu
@MarthaReyes-e4n,Hello      Mrtbeast,0,8 bulan yang lalu
@RandomGuy-t7c,bruh………………………,0,8 bulan yang lalu
@Danielplayz-j8g,Dude where do you get all this money from 😮,0,8 bulan yang lalu
@abductions-k6j,2️⃣✈️,1,13 hari yang lalu
@TheNewRealMelody-the-Gacha,YIPE! Yes! ❤,0,8 bulan yang lalu
@Lizzybear3636,Yea fr,0,8 bulan yang lalu
@김빱-t1w,❤,0,8 bulan yang lalu
@MrBanderollo,I went on a dare with  karls mom,0,8 bulan yang lalu
@DaddyRenex,Frrrrrrrrrrrrrrr,0,8 bulan yang lalu
@franciscojesusguerrerovela1845,Saludos😊,0,8 bulan yang lalu
@Monkidigufi,Yes🗿🗿🗿🗿🗿🗿,0,8 bulan yang lalu
@VANESSACAEH,True,0,8 bulan yang lalu
@SSarahSupardan,W,0,8 bulan yang lalu
@PlaneTyche11,WE ❤ KARL’S MOM!!,0,8 bulan yang lalu
@Mini_EN20,Un volé 250 Dinnare,0,8 bulan yang lalu
@vdamo993,Yeah!,0,8 bulan yang lalu
@HasanAtaya-c6r,😂😂😂😂😂😂😂😂😂,0,8 bulan yang lalu
@MarcoantonioFloresespinosa,Musica,0,8 bulan yang lalu
@ArdillaCruzCruzcabrera,Bro lo ubieras puesto en español,0,7 bulan yang lalu
@manas12chv,❤,0,7 bulan yang lalu
@Marcusbear11,frfr,0,7 bulan yang lalu
@thienmycute,LOL😂,0,7 bulan yang lalu
@YNNV_REMiXX,I love Karl's mom,0,7 bulan yang lalu
@abductions-k6j,2️⃣✈️,1,13 hari yang lalu
@Scream_gamer-yt,Jajajajajajajaajaajajajaajaajaaj😂,0,7 bulan yang lalu
@Piggy-0145,Do you Nolans Mom,0,7 bulan yang lalu
@ducky.andyellow,😢😢😢😢mujhy be sr dooo plz,0,7 bulan yang lalu
@hanzadee80,COME TO ÇEŞME İN OUR POOL,0,7 bulan yang lalu
@Iñigol_12,Sacer????,0,7 bulan yang lalu
@ytph_hsrek,que haces aquí sacer,0,7 bulan yang lalu
@AaimaFahim,Yes we all,0,7 bulan yang lalu
@Axelelmasinsanini,SACER?,0,7 bulan yang lalu
@Noo-654,Yes,0,7 bulan yang lalu
@AlbertoHuanaticotintaya,"¿ Sacer , erres tu ?",0,7 bulan yang lalu
@MASMAS-v7f,NOOOOOOOOOOO OOOOOOOOOOOO,0,7 bulan yang lalu
@Northtowerwtc,She is pretty 😍😍😍,0,7 bulan yang lalu
@Dashcurse,Sacer xddd,0,7 bulan yang lalu
@FARESALIGMAIL,Yeah 🎉,0,7 bulan yang lalu
@natalianati2209,I guess we all have no choice it said I love Karl’s mom😂,0,7 bulan yang lalu
@Kroqo-w6x,Hahahah😂,0,7 bulan yang lalu
@SebasGarcía-p8u3r,Yo casi veo tus videos,0,7 bulan yang lalu
@Vediaviationkid,It’s all fun and games until he sees it,0,7 bulan yang lalu
@FurkanDincerov,Hello,0,7 bulan yang lalu
@abductions-k6j,2️⃣✈️,1,13 hari yang lalu
@dylanjesusramirezislas2758,I am zozo,0,7 bulan yang lalu
@Shape-Universe,Indeed,0,7 bulan yang lalu
@jeekboonyap6917,WE LOVE KARL’S MOM,0,7 bulan yang lalu
@GokublackInaano,Sacer enserio,0,7 bulan yang lalu
@박수이-n6s,나도,0,7 bulan yang lalu
@ChrisMilton-c2m,And John Cena,0,7 bulan yang lalu
@floppi-b8f,SAC bienvenido,0,7 bulan yang lalu
@tochosaldana3344,5:0,0,7 bulan yang lalu
@Hayderthat1guy,Ya lol,0,7 bulan yang lalu
@Lucky_42-f45,Are you sure 🤨📸,0,6 bulan yang lalu
@ONEs56,Sacercervantes saquaste el inglés de repente xddd❤,0,6 bulan yang lalu
@JazmineC-h2q,Yea we do,0,6 bulan yang lalu
@OFFICALJ,Exactly,0,6 bulan yang lalu
@ChristoperDiaz-y2j,Yes sir,0,6 bulan yang lalu
@Lilgremlin15,Yeaaa,0,6 bulan yang lalu
@Ricky-i2s4t,Haa,0,6 bulan yang lalu
@happykozy9884,Visit Tanzania,0,6 bulan yang lalu
@FamiliaLermaCordero,Sacers cervantes  soy  fan😊,0,6 bulan yang lalu
@FamiliaLermaCordero,Sasers  cervantes  soy  fan❤🎉😊,0,6 bulan yang lalu
@abductions-k6j,2️⃣✈️,1,13 hari yang lalu
@KoZoEp,👍🏽 agreed,0,6 bulan yang lalu
@marz1267,WHO is we 😂✌️,0,6 bulan yang lalu
@HolaMiNombreEsLalito,Espera Que patos haces aquí?!,0,6 bulan yang lalu
@pvp-v3u,Yeah,0,6 bulan yang lalu
@M4dd0x23,WE LOVE CARLS MOM,0,6 bulan yang lalu
@TUDNBLOXcerrado,QUE ASES AQUI SACER XDDDD,0,6 bulan yang lalu
@Propropie,Yess,0,6 bulan yang lalu
@Propropie,Lol,0,6 bulan yang lalu
@Aswer-126,Of course we do,0,6 bulan yang lalu
@Aswer-126,Of course we do,0,6 bulan yang lalu
@Mistakengem3133,Yep😊,0,6 bulan yang lalu
@Angela-q6s2h,Sacercervantes?,0,6 bulan yang lalu
@ANDY_EDITS-ANDY,Sacer soy tu faaaaaan,0,6 bulan yang lalu
@DebbieBurford-q2x,Yes❤,0,6 bulan yang lalu
@marjonstoop,😂😂😂😂,0,6 bulan yang lalu
@huyentronn7722,8,0,6 bulan yang lalu
@MhonaDorado,Nah,0,6 bulan yang lalu
@Spin_Power,we love karl,0,6 bulan yang lalu
@Elinsano1220,Bro sacer que te pasa,0,6 bulan yang lalu
@abductions-k6j,2️⃣✈️,1,13 hari yang lalu
@Rachellpaypay,Lol,0,6 bulan yang lalu
@jackielourepuno-9012,Karl's mom Karl's mom Karl's mom,0,6 bulan yang lalu
@Limoncito_90,Hola Sacer soy tu fan 😅❤❤❤🎉🎉🎉,0,6 bulan yang lalu
@fqtnsaa,"$5000,000,0000,0000!?",0,6 bulan yang lalu
@Ostrobloxworld,YA,0,6 bulan yang lalu
@lekolo18,Yo wey,0,6 bulan yang lalu
@김치참치제육덮밥,958,0,6 bulan yang lalu
@김치참치제육덮밥,959,0,6 bulan yang lalu
@김치참치제육덮밥,960,0,6 bulan yang lalu
@김치참치제육덮밥,961,0,6 bulan yang lalu
@김치참치제육덮밥,962,0,6 bulan yang lalu
@董书富,Monuments,0,6 bulan yang lalu
@matiaspinon5937,Wow,0,6 bulan yang lalu
@خواطرفؤاد,SOS,0,6 bulan yang lalu
@julleification,True,0,6 bulan yang lalu
@ghostyeditzFC,yep,0,6 bulan yang lalu
@Chlebekgg,jes,0,6 bulan yang lalu
@ARHAMABBASABBAS-m3m,Yeah!!!🎉🎉🎉,0,6 bulan yang lalu
@Ch1charronud00,SACER????,0,5 bulan yang lalu
@abductions-k6j,2️⃣✈️,1,13 hari yang lalu
@Hudsonblx,Fr fr,0,5 bulan yang lalu
@IngridMarina-j9q6b,🤑🤑🤑🤑,0,5 bulan yang lalu
@MoosaAlikhanmp,Ye,0,4 bulan yang lalu
@AlejandroHuerta-mk6dw,Saceeeeer soy tu faaán,0,4 bulan yang lalu
@qashqatone85,Mi  COMPRI.,0,4 bulan yang lalu
@flos.7891,We love Karls mom,0,4 bulan yang lalu
@Deez-76,Yea boyy ur right,0,4 bulan yang lalu
@Jadejajayrajsinh-u9c,😂🎉,0,3 bulan yang lalu
@IsraeldanerMamanitinta,Love,0,2 bulan yang lalu
@sajana2011,But I even don't know her,0,1 bulan yang lalu
@Jackie1710-r2f,and nolans😭,0,1 bulan yang lalu
@RiderFlashGD,No,0,3 minggu yang lalu
@Nieladriaensen,True,"1,1 rb",2 tahun yang lalu
@trentynstokes9681, @Nieladriaensen   😮,1,2 tahun yang lalu
@yesicajimenez7491,​ @Nieladriaensen vb,0,2 tahun yang lalu (diedit)
@yesicajimenez7491,Y,0,2 tahun yang lalu
@darvinobando7766,Ven a Nicaragua,12,2 tahun yang lalu
@Legendbornprime, We_UTTP   you haters need to get a life,12,2 tahun yang lalu (diedit)
@Jtwhatnot,What about jimmy’s mom?,24,2 tahun yang lalu
@o7ar0,Yes,111,2 tahun yang lalu
@NotMadA47.1,We love Karl’s mom,171,2 tahun yang lalu
@gggg-ps1og,Это не смешно. Может быть обидно,11,2 tahun yang lalu
@RealSanes, @gggg-ps1og  это английское видео и тут говорят на английском,8,2 tahun yang lalu
@iradafirst, @gggg-ps1og  it is funny,5,1 tahun yang lalu (diedit)
@RealSanes, @gggg-ps1og  и это переводчики переводят и озвучивают на русском,3,2 tahun yang lalu
@abductions-k6j,2️⃣✈️,1,13 hari yang lalu
@forward.66,Fr fr,174,2 tahun yang lalu
@Pipxr_lxvxr, @forward.66 it says “ translate to English “ So weird.,0,2 tahun yang lalu (diedit)
@RyanSoltani,Yeah,61,2 tahun yang lalu
@NatureEucaleptuss,​ @RyanSoltani  bonjour,1,2 tahun yang lalu
@revival07-aul,You know what funny?            Ha now you can't undo it                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          🎉 Congratulation,8,2 tahun yang lalu (diedit)
@robgotgame6106,Keep helping the community we love you Mr.Beast,36,2 tahun yang lalu
@darvinobando7766,Ven a Nicaragua,1,2 tahun yang lalu
@jeronimomancilla1910,Que hace tu aqui Y que fue ese comentario🤨🤨🤨,7,2 tahun yang lalu
@kevoo399,Me we dont,7,2 tahun yang lalu
@littlegremlin849,Yes LOL,351,2 tahun yang lalu
@heiyulam,​ @littlegremlin849 Are u okay?Why u are saying Lol😂,0,1 tahun yang lalu
@Icecreamzombie6, @littlegremlin849  no lol,0,11 bulan yang lalu
@alipersia9,🤨📸,6,2 tahun yang lalu
@SheillamaeDupaya,@alipersia9what do you mean by that?,0,6 bulan yang lalu
@IsaiDietz,Lol Karl’s mom is famous now,14,2 tahun yang lalu
@Tristanlochridge,🤨,27,2 tahun yang lalu
@angelalejandroriverolongar507,Que haces aquí,4,2 tahun yang lalu
@_Wildcard_,daniel give me coffee,4,2 tahun yang lalu
@godzzijuegos2656,Hola sacer que haces aquí XD  soy tu seguidor,4,2 tahun yang lalu (diedit)
@Flenix_CB, @godzzijuegos2656  x2,1,2 tahun yang lalu
@alexvenegas9634,who’s we💀,4,2 tahun yang lalu
@HuntsAlone,Two YouTubers in a row,10,2 tahun yang lalu
@ibrahimKD98,Who tf is we 💀,3,2 tahun yang lalu
@twistytwigger,no we dont,3,2 tahun yang lalu
@NatureEucaleptuss, @twistytwigger  bonjour,1,2 tahun yang lalu
@Sub2KarlsMom,Thank you ❤,3,2 tahun yang lalu
@TheChef_G,WE. LOVE. CARLS. MOM.,22,2 tahun yang lalu
@NatureEucaleptuss,​ @TheChef_G  bonjour,1,2 tahun yang lalu
@alabama--,yeah,27,2 tahun yang lalu
@AlSpohn,where?,2,2 tahun yang lalu
@Egg_14,true,2,2 tahun yang lalu (diedit)
@Mrzz7777,YESSIR,2,2 tahun yang lalu
@FreakyJoeBiden,No we dont,2,2 tahun yang lalu
@greatgamer5092,True,7,2 tahun yang lalu
@wee3987,Yes,7,2 tahun yang lalu
@dsdsd1,same,11,2 tahun yang lalu
@Vegito90-y9p,Hello mrbeast,1,2 tahun yang lalu
@christopherl1668,Yesir,5,2 tahun yang lalu
@abductions-k6j,2️⃣✈️,1,13 hari yang lalu
@Whatthesimga123,mickey,5,2 tahun yang lalu
@DespacitoTheSpider,💀🤨📸,5,2 tahun yang lalu
@BrexitGeaser,Yes,0,2 tahun yang lalu
@Fade_bot,That’s true we do,0,2 tahun yang lalu
@nat.lewis29,I love all moms😏,0,2 tahun yang lalu
@Erik3E,I love your mom,8,2 tahun yang lalu
@JKnightGaming, @Erik3E  yeah,0,2 tahun yang lalu (diedit)
@gooberfrend,so true,12,2 tahun yang lalu
@BobBadham-gi3go,damn straight,6,2 tahun yang lalu
@PoomanLore,Every last one of us.,2,2 tahun yang lalu
@Greeneon6073,Facts,2,2 tahun yang lalu
@jentebuijsen6157,Yeah we do,5,2 tahun yang lalu
@nb70783,Ayo,13,2 tahun yang lalu
@r.e.m.glinda,Yes,1,2 tahun yang lalu
@kronkus,FR,12,2 tahun yang lalu
